POINT_ID,AVGACURATE,LIGHTVEH,AVGSPEED,LONGVEH,REC_TIME,ID,HUGEVEH,MIDVEH,AVGHEADDIST,MINIVEH,AVGFLOW
1001,2.3,469,94,626,"20-3月 -19 12.00.00.000000000 上午",15281,511,748,0,1806,4160
1001,1.9,489,90.8,516,"21-3月 -19 12.00.00.000000000 上午",15301,373,759,0,1876,4013
1001,2.1,473,93.8,474,"22-3月 -19 12.00.00.000000000 上午",15321,416,780,0,1789,3932
1001,0.8,62,58.6,48,"23-3月 -19 12.00.00.000000000 上午",15341,30,68,0,229,437
1001,1.3,352,78.5,333,"24-3月 -19 12.00.00.000000000 上午",15361,270,423,0,1906,3284
1001,2.2,560,92.3,650,"25-3月 -19 12.00.00.000000000 上午",15381,450,812,0,2119,4591
1001,2.7,369,84.8,443,"26-3月 -19 12.00.00.000000000 上午",15401,270,526,0,1382,2990
1001,1.8,344,88.8,335,"27-3月 -19 12.00.00.000000000 上午",15421,290,487,0,1232,2688
1001,0.6,117,39,142,"28-3月 -19 12.00.00.000000000 上午",15441,80,176,0,472,987
1001,0,0,0,0,"29-3月 -19 12.00.00.000000000 上午",15461,0,0,0,0,0
1001,0,0,0,0,"30-3月 -19 12.00.00.000000000 上午",15481,0,0,0,0,0
1001,2.6,183,64.3,215,"31-3月 -19 12.00.00.000000000 上午",15501,144,240,0,879,1661
1001,3.3,516,87.6,555,"01-4月 -19 12.00.00.000000000 上午",15521,398,673,0,2085,4227
1001,3.3,458,83.9,462,"02-4月 -19 12.00.00.000000000 上午",15541,337,638,0,1952,3847
1001,1.8,417,85.5,377,"03-4月 -19 12.00.00.000000000 上午",15561,278,562,0,1402,3036
1001,2,342,71.8,362,"04-4月 -19 12.00.00.000000000 上午",15581,288,548,0,1364,2904
1001,1.2,244,93,218,"05-4月 -19 12.00.00.000000000 上午",15601,189,348,0,1176,2175
1001,27.7,389,18.8,601,"23-3月 -17 12.00.00.000000000 上午",1561,218,347,0,4690,6245
1001,5.8,304,75.4,372,"06-4月 -19 12.00.00.000000000 上午",15621,257,440,0,1295,2668
1001,1.3,377,96.5,314,"07-4月 -19 12.00.00.000000000 上午",15641,295,539,0,1598,3123
1001,2,545,96.2,646,"08-4月 -19 12.00.00.000000000 上午",15661,517,789,0,2338,4835
1001,1.8,540,94.8,542,"09-4月 -19 12.00.00.000000000 上午",15681,450,846,0,2247,4625
1001,2.7,616,89.8,652,"10-4月 -19 12.00.00.000000000 上午",15701,500,840,0,2515,5123
1001,3,537,91.8,583,"11-4月 -19 12.00.00.000000000 上午",15721,420,821,0,2437,4798
1001,2.3,385,87.4,471,"12-4月 -19 12.00.00.000000000 上午",15741,328,528,0,1780,3492
1001,2,484,89.1,356,"13-4月 -19 12.00.00.000000000 上午",15761,319,630,0,1953,3742
1001,1.6,278,88.8,215,"14-4月 -19 12.00.00.000000000 上午",15781,203,351,0,1091,2138
1001,1.9,452,93.1,441,"15-4月 -19 12.00.00.000000000 上午",15801,365,688,0,1812,3758
1001,24.2,1339,34.1,2401,"24-3月 -17 12.00.00.000000000 上午",1581,932,1612,0,12220,18504
1001,1.3,316,63.2,353,"16-4月 -19 12.00.00.000000000 上午",15821,207,411,0,1259,2546
1001,1,387,56.2,334,"17-4月 -19 12.00.00.000000000 上午",15841,312,587,0,1601,3221
1001,2,541,94.7,648,"18-4月 -19 12.00.00.000000000 上午",15861,449,841,0,2296,4775
1001,2.8,467,89,629,"19-4月 -19 12.00.00.000000000 上午",15881,420,668,0,2072,4256
1001,1,201,85.7,177,"20-4月 -19 12.00.00.000000000 上午",15901,180,314,0,844,1716
1001,2.8,608,91.2,614,"21-4月 -19 12.00.00.000000000 上午",15921,426,787,0,2719,5154
1001,2.4,577,93.6,632,"22-4月 -19 12.00.00.000000000 上午",15941,435,809,0,2572,5025
1001,1.4,340,79.9,392,"23-4月 -19 12.00.00.000000000 上午",15961,276,483,0,1495,2986
1001,1.6,473,96.5,493,"24-4月 -19 12.00.00.000000000 上午",15981,356,766,0,1926,4014
1001,1.6,335,77.4,470,"25-4月 -19 12.00.00.000000000 上午",16001,296,477,0,1526,3104
1001,14.2,1504,50.6,2528,"25-3月 -17 12.00.00.000000000 上午",1601,1047,1808,0,9654,16541
1001,2,559,94.2,552,"26-4月 -19 12.00.00.000000000 上午",16021,433,789,0,2216,4549
1001,4.8,237,85.6,258,"27-4月 -19 12.00.00.000000000 上午",16041,183,356,0,1066,2100
1001,2.3,68,36.1,105,"28-4月 -19 12.00.00.000000000 上午",16061,48,103,0,385,709
1001,0.7,156,42.8,146,"29-4月 -19 12.00.00.000000000 上午",16081,146,269,0,790,1507
1001,1.9,462,96,505,"30-4月 -19 12.00.00.000000000 上午",16101,370,703,0,2286,4326
1001,1.2,318,104.2,339,"01-5月 -19 12.00.00.000000000 上午",16121,249,449,0,1825,3180
1001,0.5,24,61.3,24,"02-5月 -19 12.00.00.000000000 上午",16141,26,26,0,122,222
1001,0.2,9,30.3,11,"03-5月 -19 12.00.00.000000000 上午",16161,12,19,0,38,89
1001,0.4,10,30.4,6,"05-5月 -19 12.00.00.000000000 上午",16201,7,7,0,69,99
1001,13.4,1255,42.8,2194,"26-3月 -17 12.00.00.000000000 上午",1621,876,1410,0,7429,13164
1001,1,56,63,75,"06-5月 -19 12.00.00.000000000 上午",16221,47,84,0,183,445
1001,0.1,3,26.8,1,"07-5月 -19 12.00.00.000000000 上午",16241,1,0,0,11,16
1001,0.2,3,19.5,2,"08-5月 -19 12.00.00.000000000 上午",16261,2,4,0,8,19
1001,0.9,195,63.1,175,"09-5月 -19 12.00.00.000000000 上午",16281,177,325,0,834,1706
1001,1.5,376,99.8,395,"10-5月 -19 12.00.00.000000000 上午",16301,353,652,0,1834,3610
1001,0.9,211,102.6,202,"11-5月 -19 12.00.00.000000000 上午",16321,207,318,0,1144,2082
1001,1.7,119,67.3,144,"12-5月 -19 12.00.00.000000000 上午",16341,86,147,0,610,1106
1001,1.4,356,72.6,450,"13-5月 -19 12.00.00.000000000 上午",16361,268,496,0,1603,3173
1001,1.6,412,98.6,393,"14-5月 -19 12.00.00.000000000 上午",16381,336,576,0,1882,3599
1001,1.9,588,97.4,566,"15-5月 -19 12.00.00.000000000 上午",16401,465,782,0,2518,4919
1001,8.1,821,32.6,1490,"27-3月 -17 12.00.00.000000000 上午",1641,559,973,0,4690,8533
1001,2.1,575,97.4,580,"16-5月 -19 12.00.00.000000000 上午",16421,471,840,0,2624,5090
1001,1.2,297,79.4,277,"17-5月 -19 12.00.00.000000000 上午",16441,190,413,0,1429,2606
1001,1.4,400,101.8,372,"18-5月 -19 12.00.00.000000000 上午",16461,314,561,0,1778,3425
1001,1.2,297,101.2,272,"19-5月 -19 12.00.00.000000000 上午",16481,261,484,0,1608,2922
1001,1.7,503,97.4,524,"20-5月 -19 12.00.00.000000000 上午",16501,380,705,0,2308,4420
1001,1.9,416,91.4,435,"21-5月 -19 12.00.00.000000000 上午",16521,308,567,0,1754,3480
1001,2.2,118,72.5,138,"22-5月 -19 12.00.00.000000000 上午",16541,82,179,0,542,1059
1001,1.8,545,96.3,474,"23-5月 -19 12.00.00.000000000 上午",16561,368,666,0,2069,4122
1001,2,393,96.6,408,"24-5月 -19 12.00.00.000000000 上午",16581,341,676,0,1813,3631
1001,1.7,421,99.2,412,"25-5月 -19 12.00.00.000000000 上午",16601,334,595,0,1721,3483
1001,10.9,1150,37.7,1931,"28-3月 -17 12.00.00.000000000 上午",1661,729,1284,0,7029,12123
1001,1.1,206,97.5,191,"26-5月 -19 12.00.00.000000000 上午",16621,189,326,0,879,1791
1001,1.7,377,94.7,342,"27-5月 -19 12.00.00.000000000 上午",16641,294,553,0,1532,3098
1001,1.6,351,91.6,317,"28-5月 -19 12.00.00.000000000 上午",16661,269,545,0,1428,2910
1001,1.7,446,95.7,459,"29-5月 -19 12.00.00.000000000 上午",16681,355,690,0,1711,3661
1001,1.7,422,92.8,403,"30-5月 -19 12.00.00.000000000 上午",16701,294,550,0,1453,3122
1001,1.7,429,95.7,409,"31-5月 -19 12.00.00.000000000 上午",16721,311,684,0,1580,3413
1001,1.2,347,96.4,239,"01-6月 -19 12.00.00.000000000 上午",16741,226,468,0,1288,2568
1001,1.2,223,96.4,193,"02-6月 -19 12.00.00.000000000 上午",16761,198,349,0,783,1746
1001,1.7,226,94.3,295,"03-6月 -19 12.00.00.000000000 上午",16781,199,319,0,944,1983
1001,1.6,364,92.8,287,"04-6月 -19 12.00.00.000000000 上午",16801,258,514,0,1353,2776
1001,12.7,1121,35,1970,"29-3月 -17 12.00.00.000000000 上午",1681,756,1300,0,8070,13217
1001,1.6,321,79,353,"05-6月 -19 12.00.00.000000000 上午",16821,232,455,0,1313,2674
1001,1.4,291,92.3,229,"06-6月 -19 12.00.00.000000000 上午",16841,240,431,0,1046,2237
1001,1.1,211,98.7,217,"07-6月 -19 12.00.00.000000000 上午",16861,200,320,0,855,1803
1001,1,203,97.3,191,"08-6月 -19 12.00.00.000000000 上午",16881,171,277,0,794,1636
1001,1,269,96.9,183,"09-6月 -19 12.00.00.000000000 上午",16901,212,348,0,1000,2012
1001,1.6,384,91.2,374,"10-6月 -19 12.00.00.000000000 上午",16921,280,548,0,1467,3053
1001,1.7,262,94,333,"11-6月 -19 12.00.00.000000000 上午",16941,222,343,0,1411,2571
1001,1.4,249,95,231,"12-6月 -19 12.00.00.000000000 上午",16961,174,343,0,1024,2021
1001,1.3,262,88.9,133,"13-6月 -19 12.00.00.000000000 上午",16981,135,296,0,956,1782
1001,1.6,240,95.7,278,"14-6月 -19 12.00.00.000000000 上午",17001,168,341,0,1027,2054
1001,17.3,1135,31.1,1981,"30-3月 -17 12.00.00.000000000 上午",1701,788,1391,0,9188,14483
1001,4.5,262,84.2,221,"15-6月 -19 12.00.00.000000000 上午",17021,235,386,0,1181,2285
1001,1.2,229,99.9,202,"16-6月 -19 12.00.00.000000000 上午",17041,186,308,0,933,1858
1001,1.4,374,99.6,332,"17-6月 -19 12.00.00.000000000 上午",17061,266,485,0,1522,2979
1001,1.8,377,95.9,450,"18-6月 -19 12.00.00.000000000 上午",17081,328,554,0,1530,3239
1001,1.5,397,96.1,324,"19-6月 -19 12.00.00.000000000 上午",17101,307,565,0,1373,2966
1001,1.6,348,94.5,335,"20-6月 -19 12.00.00.000000000 上午",17121,298,537,0,1407,2925
1001,1.9,409,95.8,416,"21-6月 -19 12.00.00.000000000 上午",17141,333,544,0,1529,3231
1001,1.2,277,97,221,"22-6月 -19 12.00.00.000000000 上午",17161,239,407,0,995,2139
1001,1.1,159,96.4,175,"23-6月 -19 12.00.00.000000000 上午",17181,149,248,0,652,1383
1001,1.4,257,73.3,256,"24-6月 -19 12.00.00.000000000 上午",17201,171,297,0,1174,2155
1001,15.8,869,30.6,1587,"31-3月 -17 12.00.00.000000000 上午",1721,581,937,0,6840,10814
1001,1,1,16.2,8,"25-6月 -19 12.00.00.000000000 上午",17221,0,3,0,32,44
1001,0.9,277,56.3,144,"26-6月 -19 12.00.00.000000000 上午",17241,170,351,0,777,1719
1001,1.6,392,94.9,328,"27-6月 -19 12.00.00.000000000 上午",17261,307,556,0,1338,2921
1001,2.1,355,94.3,388,"28-6月 -19 12.00.00.000000000 上午",17281,341,562,0,1477,3123
1001,1.2,280,95.3,176,"29-6月 -19 12.00.00.000000000 上午",17301,218,411,0,952,2037
1001,1,223,95.2,127,"30-6月 -19 12.00.00.000000000 上午",17321,200,353,0,889,1792
1001,1.5,334,90.4,255,"01-7月 -19 12.00.00.000000000 上午",17341,249,428,0,1283,2549
1001,1.4,318,92.7,236,"02-7月 -19 12.00.00.000000000 上午",17361,229,490,0,1169,2442
1001,2.7,392,89.1,277,"03-7月 -19 12.00.00.000000000 上午",17381,285,563,0,1682,3199
1001,1.6,390,91.8,317,"04-7月 -19 12.00.00.000000000 上午",17401,293,617,0,1475,3092
1001,14.4,1618,50.9,2645,"01-4月 -17 12.00.00.000000000 上午",1741,980,1812,0,10251,17306
1001,2.2,327,92.8,356,"05-7月 -19 12.00.00.000000000 上午",17421,297,531,0,1260,2771
1001,1.2,294,96.1,228,"06-7月 -19 12.00.00.000000000 上午",17441,261,474,0,1064,2321
1001,1.1,237,96.7,163,"07-7月 -19 12.00.00.000000000 上午",17461,236,403,0,785,1824
1001,1.4,356,95.8,302,"08-7月 -19 12.00.00.000000000 上午",17481,279,547,0,1256,2740
1001,1.3,304,91.9,181,"09-7月 -19 12.00.00.000000000 上午",17501,204,462,0,1186,2337
1001,1.6,481,90.9,340,"10-7月 -19 12.00.00.000000000 上午",17521,270,629,0,1670,3390
1001,1.3,252,91.1,162,"11-7月 -19 12.00.00.000000000 上午",17541,194,400,0,843,1851
1001,1.3,290,92,246,"12-7月 -19 12.00.00.000000000 上午",17561,213,465,0,1130,2344
1001,1.2,323,94.9,202,"13-7月 -19 12.00.00.000000000 上午",17581,194,485,0,1155,2359
1001,1.2,284,94.8,195,"14-7月 -19 12.00.00.000000000 上午",17601,231,406,0,1084,2200
1001,12.7,1025,30.7,1885,"02-4月 -17 12.00.00.000000000 上午",1761,660,1198,0,7553,12321
1001,1.5,351,94.6,276,"15-7月 -19 12.00.00.000000000 上午",17621,244,488,0,1214,2573
1001,1.4,364,93.7,262,"16-7月 -19 12.00.00.000000000 上午",17641,225,498,0,1244,2593
1001,1.6,275,94,222,"17-7月 -19 12.00.00.000000000 上午",17661,206,431,0,1287,2421
1001,1.2,203,79,179,"18-7月 -19 12.00.00.000000000 上午",17681,167,327,0,894,1770
1001,1.5,338,92.2,214,"19-7月 -19 12.00.00.000000000 上午",17701,211,435,0,1177,2375
1001,0.8,195,62.9,122,"20-7月 -19 12.00.00.000000000 上午",17721,148,298,0,591,1354
1001,0.7,169,62.1,74,"21-7月 -19 12.00.00.000000000 上午",17741,120,254,0,572,1189
1001,1.8,276,93.1,264,"22-7月 -19 12.00.00.000000000 上午",17761,229,461,0,1154,2384
1001,1.5,254,91.7,187,"23-7月 -19 12.00.00.000000000 上午",17781,165,331,0,1021,1958
1001,1.7,289,92.8,263,"24-7月 -19 12.00.00.000000000 上午",17801,202,392,0,1071,2217
1001,10.3,995,36.3,1863,"03-4月 -17 12.00.00.000000000 上午",1781,773,1189,0,6744,11564
1001,1.2,263,94.9,165,"25-7月 -19 12.00.00.000000000 上午",17821,148,261,0,874,1711
1001,1.5,198,96.2,141,"26-7月 -19 12.00.00.000000000 上午",17841,161,288,0,800,1588
1001,0.9,154,98.1,98,"27-7月 -19 12.00.00.000000000 上午",17861,111,253,0,657,1273
1001,0.9,160,96.8,86,"28-7月 -19 12.00.00.000000000 上午",17881,95,230,0,583,1154
1001,1.1,169,97.3,143,"29-7月 -19 12.00.00.000000000 上午",17901,112,296,0,774,1494
1001,1,100,93.4,74,"30-7月 -19 12.00.00.000000000 上午",17921,86,158,0,549,967
1001,0.9,116,66.9,99,"31-7月 -19 12.00.00.000000000 上午",17941,74,147,0,516,952
1001,0,0,9.7,0,"01-8月 -19 12.00.00.000000000 上午",17961,0,0,0,4,4
1001,0.8,140,70.6,70,"02-8月 -19 12.00.00.000000000 上午",17981,83,166,0,569,1028
1001,1,174,96,116,"03-8月 -19 12.00.00.000000000 上午",18001,129,257,0,683,1359
1001,13.6,958,30.1,1650,"04-4月 -17 12.00.00.000000000 上午",1801,583,1106,0,7097,11394
1001,1,122,96.5,88,"04-8月 -19 12.00.00.000000000 上午",18021,88,199,0,529,1026
1001,1.2,166,95,170,"05-8月 -19 12.00.00.000000000 上午",18041,115,236,0,800,1487
1001,1.4,182,95.6,158,"06-8月 -19 12.00.00.000000000 上午",18061,104,287,0,802,1533
1001,1.2,169,98.4,167,"07-8月 -19 12.00.00.000000000 上午",18081,161,300,0,783,1580
1001,1.2,155,97.8,130,"08-8月 -19 12.00.00.000000000 上午",18101,125,267,0,824,1501
1001,0.8,144,97.9,74,"09-8月 -19 12.00.00.000000000 上午",18121,105,189,0,613,1125
1001,0.9,131,99.5,103,"10-8月 -19 12.00.00.000000000 上午",18141,112,230,0,640,1216
1001,0.8,129,101,69,"11-8月 -19 12.00.00.000000000 上午",18161,76,178,0,531,983
1001,1.3,174,96.9,181,"12-8月 -19 12.00.00.000000000 上午",18181,123,238,0,890,1606
1001,1.1,150,96.3,91,"13-8月 -19 12.00.00.000000000 上午",18201,88,207,0,826,1362
1001,9.4,799,32.5,1507,"05-4月 -17 12.00.00.000000000 上午",1821,562,956,0,5303,9127
1001,1.2,160,95.9,87,"14-8月 -19 12.00.00.000000000 上午",18221,82,181,0,670,1180
1001,0.9,148,96.4,96,"15-8月 -19 12.00.00.000000000 上午",18241,106,240,0,812,1402
1001,0.9,146,93.9,105,"16-8月 -19 12.00.00.000000000 上午",18261,88,213,0,728,1280
1001,0.9,173,92.1,68,"17-8月 -19 12.00.00.000000000 上午",18281,109,220,0,702,1272
1001,0.4,45,64.4,31,"18-8月 -19 12.00.00.000000000 上午",18301,38,68,0,242,424
1001,0.4,75,58.4,23,"19-8月 -19 12.00.00.000000000 上午",18321,35,88,0,312,533
1001,4.4,173,90,79,"20-8月 -19 12.00.00.000000000 上午",18341,103,253,0,733,1341
1001,1,185,93.2,104,"21-8月 -19 12.00.00.000000000 上午",18361,97,233,0,708,1327
1001,1.6,187,93.4,156,"22-8月 -19 12.00.00.000000000 上午",18381,137,277,0,880,1637
1001,1.1,201,94.2,139,"23-8月 -19 12.00.00.000000000 上午",18401,162,258,0,762,1522
1001,7.2,318,17.5,742,"06-4月 -17 12.00.00.000000000 上午",1841,238,350,0,1931,3579
1001,0.9,191,94.1,63,"24-8月 -19 12.00.00.000000000 上午",18421,106,260,0,710,1330
1001,0.4,82,58.8,29,"25-8月 -19 12.00.00.000000000 上午",18441,45,113,0,296,565
1001,0.5,154,52,71,"26-8月 -19 12.00.00.000000000 上午",18461,85,184,0,707,1201
1001,1.2,229,96.2,122,"27-8月 -19 12.00.00.000000000 上午",18481,144,285,0,893,1673
1001,1.2,191,94.9,131,"28-8月 -19 12.00.00.000000000 上午",18501,134,318,0,755,1529
1001,1.2,190,95.1,135,"29-8月 -19 12.00.00.000000000 上午",18521,113,302,0,814,1554
1001,1.2,212,92.7,113,"30-8月 -19 12.00.00.000000000 上午",18541,119,320,0,885,1649
1001,1.5,91,83.8,54,"31-8月 -19 12.00.00.000000000 上午",18561,65,135,0,381,726
1001,0.8,110,95.3,50,"01-9月 -19 12.00.00.000000000 上午",18581,85,184,0,430,859
1001,1.3,92,56.4,118,"02-9月 -19 12.00.00.000000000 上午",18601,59,128,0,580,977
1001,7,617,23.6,1085,"07-4月 -17 12.00.00.000000000 上午",1861,393,643,0,3724,6462
1001,2.5,138,75.5,103,"03-9月 -19 12.00.00.000000000 上午",18621,91,169,0,570,1071
1001,1.3,115,79.1,115,"04-9月 -19 12.00.00.000000000 上午",18641,112,141,0,576,1059
1001,1,123,85.3,60,"05-9月 -19 12.00.00.000000000 上午",18661,89,181,0,420,873
1001,1,136,75.6,51,"06-9月 -19 12.00.00.000000000 上午",18681,61,149,0,426,823
1001,1.6,170,88.6,85,"07-9月 -19 12.00.00.000000000 上午",18701,89,181,0,673,1198
1001,0.9,162,93.8,74,"08-9月 -19 12.00.00.000000000 上午",18721,90,190,0,627,1143
1001,1.1,167,96.9,184,"09-9月 -19 12.00.00.000000000 上午",18741,121,265,0,896,1633
1001,1.3,124,97.4,146,"10-9月 -19 12.00.00.000000000 上午",18761,97,206,0,693,1266
1001,1.2,183,97.4,175,"11-9月 -19 12.00.00.000000000 上午",18781,150,281,0,948,1737
1001,2.2,193,87,199,"12-9月 -19 12.00.00.000000000 上午",18801,121,252,0,926,1691
1001,8,764,30.5,1393,"08-4月 -17 12.00.00.000000000 上午",1881,471,962,0,5020,8610
1001,0.9,81,97.4,49,"13-9月 -19 12.00.00.000000000 上午",18821,52,115,0,417,714
1001,0.9,105,85.1,57,"14-9月 -19 12.00.00.000000000 上午",18841,69,115,0,430,776
1001,0.6,71,55.6,32,"15-9月 -19 12.00.00.000000000 上午",18861,46,99,0,375,623
1001,2.1,182,71.9,200,"16-9月 -19 12.00.00.000000000 上午",18881,131,211,0,873,1597
1001,1.3,154,58.7,118,"17-9月 -19 12.00.00.000000000 上午",18901,94,201,0,747,1314
1001,2.2,85,89,97,"18-9月 -19 12.00.00.000000000 上午",18921,52,120,0,400,754
1001,36.3,0,62.7,5725,"24-6月 -20 12.00.00.000000000 上午",18941,0,2267,0,22740,30732
1001,35.4,0,66.6,10711,"25-6月 -20 12.00.00.000000000 上午",18942,0,4168,0,41981,56860
1001,36.2,0,64,10304,"26-6月 -20 12.00.00.000000000 上午",18943,0,4003,0,41847,56154
1001,33.7,0,68.6,10133,"27-6月 -20 12.00.00.000000000 上午",18944,0,4183,0,42742,57058
1001,36,0,65.5,9225,"28-6月 -20 12.00.00.000000000 上午",18961,0,3617,0,37656,50498
1001,37.8,0,61.1,7225,"29-6月 -20 12.00.00.000000000 上午",18962,0,2913,0,31840,41978
1001,35.2,0,52.5,6503,"30-6月 -20 12.00.00.000000000 上午",18981,0,2503,0,27880,36886
1001,32.6,0,42.7,3116,"01-7月 -20 12.00.00.000000000 上午",18982,0,1070,0,12627,16813
1001,42.7,0,30.8,3932,"02-7月 -20 12.00.00.000000000 上午",18983,0,1587,0,18395,23914
1001,38.1,0,50.5,5433,"03-7月 -20 12.00.00.000000000 上午",18984,0,2184,0,24342,31959
1001,37.6,0,47.7,6162,"04-7月 -20 12.00.00.000000000 上午",18985,0,2390,0,28074,36626
1001,37.2,0,54.8,7890,"05-7月 -20 12.00.00.000000000 上午",19001,0,3035,0,34178,45103
1001,15.1,1632,40.4,2537,"09-4月 -17 12.00.00.000000000 上午",1901,996,1744,0,11515,18424
1001,39.8,0,53.3,8246,"06-7月 -20 12.00.00.000000000 上午",19021,0,3202,0,36988,48436
1001,41.3,0,47.6,7063,"07-7月 -20 12.00.00.000000000 上午",19041,0,2731,0,33415,43209
1001,40.9,0,48.7,7698,"08-7月 -20 12.00.00.000000000 上午",19042,0,3030,0,37206,47934
1001,42.2,0,45.7,8059,"09-7月 -20 12.00.00.000000000 上午",19043,0,3103,0,37785,48947
1001,43.9,0,43,7738,"10-7月 -20 12.00.00.000000000 上午",19044,0,2844,0,34927,45509
1001,45.5,0,41.1,7265,"11-7月 -20 12.00.00.000000000 上午",19045,0,2769,0,34429,44463
1001,42.9,0,46.3,7122,"12-7月 -20 12.00.00.000000000 上午",19046,0,2994,0,36288,46404
1001,43.3,0,41.5,5568,"13-7月 -20 12.00.00.000000000 上午",19047,0,2294,0,29592,37454
1001,43.2,0,44.9,5977,"14-7月 -20 12.00.00.000000000 上午",19061,0,2428,0,32531,40936
1001,45.7,0,40.3,6518,"15-7月 -20 12.00.00.000000000 上午",19062,0,2603,0,33523,42644
1001,40,0,53.6,8663,"16-7月 -20 12.00.00.000000000 上午",19081,0,3470,0,38788,50921
1001,47.5,0,38.7,6251,"17-7月 -20 12.00.00.000000000 上午",19082,0,2633,0,32789,41673
1001,43,0,45.5,7195,"18-7月 -20 12.00.00.000000000 上午",19083,0,2803,0,35857,45855
1001,44.2,0,44.7,7140,"19-7月 -20 12.00.00.000000000 上午",19101,0,2784,0,36758,46682
1001,46.7,0,39.9,5901,"20-7月 -20 12.00.00.000000000 上午",19121,0,2391,0,30929,39221
1001,50,0,30,4279,"21-7月 -20 12.00.00.000000000 上午",19141,0,1755,0,23678,29712
1001,47.2,0,28.7,3520,"22-7月 -20 12.00.00.000000000 上午",19142,0,1432,0,19880,24832
1001,46.2,0,35.6,5417,"23-7月 -20 12.00.00.000000000 上午",19143,0,2241,0,29208,36866
1001,49.3,0,36.9,5564,"24-7月 -20 12.00.00.000000000 上午",19144,0,2300,0,30880,38744
1001,40.8,0,51.5,6585,"25-7月 -20 12.00.00.000000000 上午",19145,0,2687,0,33783,43055
1001,43.8,0,47.9,6998,"26-7月 -20 12.00.00.000000000 上午",19161,0,2988,0,37192,47178
1001,45.4,0,45.4,7032,"27-7月 -20 12.00.00.000000000 上午",19181,0,2925,0,35892,45849
1001,48.6,0,38.8,6034,"28-7月 -20 12.00.00.000000000 上午",19201,0,2457,0,32083,40574
1001,48.2,0,25.3,2418,"29-7月 -20 12.00.00.000000000 上午",19202,0,894,0,14551,17863
1001,43.4,0,23.5,2507,"30-7月 -20 12.00.00.000000000 上午",19203,0,989,0,15386,18882
1001,39.2,0,38.2,3605,"31-7月 -20 12.00.00.000000000 上午",19204,0,1322,0,18420,23347
1001,20.9,2184,55.1,3510,"10-4月 -17 12.00.00.000000000 上午",1921,1425,2428,0,15361,24908
1001,46.5,0,29.5,2855,"01-8月 -20 12.00.00.000000000 上午",19221,0,1073,0,15810,19738
1001,41.1,0,29.4,2902,"02-8月 -20 12.00.00.000000000 上午",19241,0,1075,0,15133,19110
1001,38.1,0,26.7,2228,"03-8月 -20 12.00.00.000000000 上午",19261,0,804,0,10100,13132
1001,42.5,0,18.5,1420,"04-8月 -20 12.00.00.000000000 上午",19281,0,519,0,7733,9672
1001,38.8,0,28.5,1956,"05-8月 -20 12.00.00.000000000 上午",19301,0,691,0,9732,12379
1001,38.4,0,25.5,2174,"06-8月 -20 12.00.00.000000000 上午",19321,0,752,0,10706,13632
1001,32.8,0,32.8,2878,"07-8月 -20 12.00.00.000000000 上午",19322,0,1115,0,13697,17690
1001,33.7,0,41.9,3632,"08-8月 -20 12.00.00.000000000 上午",19341,0,1563,0,17985,23180
1001,36.6,0,43.1,4681,"09-8月 -20 12.00.00.000000000 上午",19361,0,1889,0,23665,30235
1001,37.3,0,52.8,4951,"10-8月 -20 12.00.00.000000000 上午",19381,0,2012,0,24759,31722
1001,46.9,0,42.1,4774,"11-8月 -20 12.00.00.000000000 上午",19401,0,1894,0,27024,33692
1001,39.9,0,33.4,2967,"12-8月 -20 12.00.00.000000000 上午",19402,0,1151,0,14591,18709
1001,32.9,0,33.7,2429,"13-8月 -20 12.00.00.000000000 上午",19403,0,899,0,11886,15214
1001,35.5,0,35.9,3806,"14-8月 -20 12.00.00.000000000 上午",19404,0,1356,0,18552,23714
1001,37.4,0,40,4311,"15-8月 -20 12.00.00.000000000 上午",19405,0,1658,0,21559,27528
1001,38.3,0,29.6,2370,"16-8月 -20 12.00.00.000000000 上午",19406,0,906,0,12721,15997
1001,16,988,32.1,1861,"11-4月 -17 12.00.00.000000000 上午",1941,736,1137,0,8564,13286
1001,33.3,0,34.3,2378,"17-8月 -20 12.00.00.000000000 上午",19421,0,815,0,9748,12941
1001,35.3,0,29.6,2175,"18-8月 -20 12.00.00.000000000 上午",19422,0,758,0,11017,13950
1001,39.7,0,43.1,3897,"19-8月 -20 12.00.00.000000000 上午",19423,0,1624,0,22041,27562
1001,31.6,0,33.9,2306,"20-8月 -20 12.00.00.000000000 上午",19424,0,835,0,11539,14680
1001,33,0,31.8,2735,"21-8月 -20 12.00.00.000000000 上午",19425,0,1011,0,14117,17863
1001,34.6,0,28.6,2111,"22-8月 -20 12.00.00.000000000 上午",19441,0,764,0,10306,13181
1001,33.5,0,47.3,4093,"23-8月 -20 12.00.00.000000000 上午",19461,0,1625,0,20784,26502
1001,41,0,48.6,5656,"24-8月 -20 12.00.00.000000000 上午",19462,0,2324,0,32294,40274
1001,40.9,0,49.8,5812,"25-8月 -20 12.00.00.000000000 上午",19481,0,2438,0,31521,39771
1001,36.7,0,54.6,6194,"26-8月 -20 12.00.00.000000000 上午",19501,0,2429,0,30553,39176
1001,39,0,38.4,3666,"27-8月 -20 12.00.00.000000000 上午",19502,0,1441,0,19432,24539
1001,37.7,0,39.8,3327,"28-8月 -20 12.00.00.000000000 上午",19503,0,1188,0,16171,20686
